AGE7,SU_ID,ECON6A_2,ECON6C_2,ECON5A_B2,GENDER2,RACETH2,P_DENSE2,question
4,24358063,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
6,24359074,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_1
5,24364733,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
1,24367025,Did not apply,Did not apply,Often true,Male,Hispanic,Urban,ECON7_8
5,24368720,Applied,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_5, ECON7_7"
5,24369494,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
6,24369539,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,24371088,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,24371663,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
4,24372962,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,24373432,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_8
5,24374034,Received,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,24375678,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_7
7,24376444,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
1,24376690,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Rural,"ECON7_2, ECON7_3"
3,24377557,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_3, ECON7_7"
6,24377697,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
6,24378049,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,24379513,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2"
4,24382530,Did not apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Urban,ECON7_8
1,24382628,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
4,24383152,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
2,24385532,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_3
4,24387055,Did not apply,Did not apply,Often true,Male,"White, non-Hispanic",Urban,ECON7_8
4,24387950,Did not apply,Did not apply,Often true,Male,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
6,24390158,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,24390537,Tried to apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
4,24394176,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
3,24397591,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
1,24398070,Did not apply,Did not apply,Often true,Female,"Other, non-Hispanic",Urban,ECON7_3
4,24401952,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
4,24402787,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,24405505,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
4,24407452,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,24408167,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
5,24409310,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
2,24414910,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,24417889,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
6,24423293,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
6,24425866,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,24426417,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
7,24426654,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,24433058,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_2
3,24435407,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,24435780,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_3, ECON7_6"
5,24438415,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
3,24441767,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
2,24442363,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,24442494,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_8
7,24442501,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
6,24445931,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
1,24447073,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,24448519,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,24449517,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_8
1,24455684,Did not apply,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,ECON7_8
5,24455744,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,24458912,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,24464338,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,24466459,Tried to apply,Tried to apply,Sometimes true,Male,"Other, non-Hispanic",Urban,ECON7_2
2,24469142,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24470021,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Suburban,ECON7_8
7,24482145,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,24482634,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_8
7,24483996,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24488921,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_2"
4,24490503,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,24490591,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,24493342,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_2, ECON7_5, ECON7_7"
7,24494774,Applied,Applied,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
1,24495818,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_3, ECON7_5, ECON7_7"
6,24496974,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24497590,Received,Did not apply,Often true,Male,"Other, non-Hispanic",Urban,ECON7_8
2,24498612,Applied,Did not apply,Often true,Female,"Other, non-Hispanic",Urban,ECON7_8
5,24500247,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,24500809,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,24504021,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
5,24509490,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,24511597,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
6,24513075,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
6,24514043,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,24514635,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,24515867,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,24518770,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,24519734,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,24520602,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,24525418,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
4,24527687,Did not apply,Did not apply,Often true,Male,"Black, non-Hispanic",Urban,"ECON7_5, ECON7_7"
4,24527919,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,24528061,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,24528254,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
5,24532010,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,24537998,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,24540245,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24545078,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
6,24545304,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,24545453,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
3,24545493,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_5, ECON7_7"
5,24551901,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
7,24552093,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
2,24552853,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_5"
1,24552945,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4, ECON7_5, ECON7_7"
3,24552970,Applied,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_2, ECON7_7"
3,24553693,Received,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_5, ECON7_7"
2,24561655,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
6,24564561,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
7,24564925,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
3,24565960,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_5, ECON7_7"
6,24566531,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,24569446,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24569562,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
5,24573748,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
5,24577017,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,24580140,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
1,24583106,Tried to apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_4
1,24586644,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
5,24587960,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
3,24588781,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
7,24589040,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3"
3,24589779,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_7
4,24591168,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
1,24592960,Did not apply,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Urban,ECON7_8
5,24593355,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
4,24598147,Tried to apply,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Urban,ECON7_3
6,24599551,Did not apply,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Rural,ECON7_3
5,24603488,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,ECON7_8
5,24606793,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,24610304,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_4
5,24611775,Did not apply,Did not apply,Often true,Male,"White, non-Hispanic",Urban,ECON7_8
5,24614664,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
2,24621575,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3"
4,24621653,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3"
3,24625986,Did not apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Suburban,ECON7_8
6,24626597,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,24627874,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,24630642,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
5,24635405,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,24638872,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_1
5,24651835,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
4,24656267,Tried to apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,24656602,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,24658302,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
1,24663663,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,24664073,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,24664802,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
5,24668321,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_5, ECON7_7"
7,24668377,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,24670650,Did not apply,Received,Never true,Female,Hispanic,Urban,ECON7_8
2,24670666,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,24677501,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,24680076,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
5,24685372,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
4,24686209,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,24687547,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
6,24694566,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
6,24695919,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,24698166,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Suburban,ECON7_1
1,24698804,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
6,24700190,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24700269,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
6,24701736,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,24703339,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,24703668,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
4,24706154,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,24707429,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,24710947,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,24712027,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
3,24714520,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,ECON7_8
5,24716635,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24722170,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_3, ECON7_7"
6,24724276,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
3,24724701,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,24727856,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,24731064,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,ECON7_1
2,24731924,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,24734073,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,24736552,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_8
4,24737826,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
2,24739973,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
6,24741303,Applied,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
4,24743023,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
2,24743329,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Rural,ECON7_6
2,24746598,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,24748241,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
1,24748349,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,24751521,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_3, ECON7_5, ECON7_7"
4,24751730,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,24753307,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_1
3,24758698,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,24759100,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_1
4,24761810,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
5,24762523,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,24763533,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,24763613,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
6,24766884,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
